App ID,Title,Reviews Total,Reviews Score Fancy,Release Date,Launch Price,Tags,Steam Page
220200,Kerbal Space Program,94120,95%,2015-04-27,"$39,99","Space, Simulation, Sandbox, Physics, Science, Space Sim, Building, Moddable, Indie, Education, Open World, Singleplayer, Exploration, Funny, Sci fi, Difficult, Adventure, Replay Value, Strategy, Comedy",https://store.steampowered.com/app/220200
361420,ASTRONEER,93738,91%,2016-12-16,"$29,99","Multiplayer, Open World, Open World Survival Craft, Space, Survival, Exploration, Base Building, Co op, Sandbox, Adventure, Building, Crafting, Sci fi, Automation, Singleplayer, Colorful, Third Person, Atmospheric, Simulation, Indie",https://store.steampowered.com/app/361420
225540,Just Cause™ 3,89984,83%,2015-11-30,"$59,99","Open World, Action, Destruction, Third Person Shooter, Multiplayer, Singleplayer, Adventure, Shooter, Sandbox, Third Person, Exploration, Physics, Funny, Atmospheric, Parkour, Co op, Comedy, Great Soundtrack, Moddable, RPG",https://store.steampowered.com/app/225540
387990,Scrap Mechanic,89346,93%,2016-01-19,"$19,99","Building, Sandbox, Open World, Survival, Multiplayer, Crafting, Physics, Base Building, Co op, Singleplayer, First Person, Adventure, Third Person, Funny, Simulation, Early Access, Action, Indie, Moddable, Online Co Op",https://store.steampowered.com/app/387990
674940,Stick Fight: The Game,88694,93%,2017-09-28,"$4,99","Multiplayer, Funny, Fighting, Action, Local Multiplayer, 2D Fighter, 4 Player Local, PvP, 2D, Casual, Physics, Online Co Op, Shooter, Local Co Op, Indie, Controller, Co op, Great Soundtrack, Split Screen, Strategy",https://store.steampowered.com/app/674940
1092790,Inscryption,87197,97%,2021-10-19,"$19,99","Card Battler, Card Game, Story Rich, Horror, Deckbuilding, Dark, Puzzle, Roguelite, Strategy, Psychological, Roguelike, Surreal, Experimental, First Person, Point & Click, 3D, 2D, FMV, Pixel Graphics, Adventure",https://store.steampowered.com/app/1092790
219740,Don't Starve,86669,96%,2013-04-23,"$9,99","Survival, Open World Survival Craft, Crafting, Adventure, Indie, Sandbox, Singleplayer, Perma Death, Open World, Exploration, Multiplayer, Roguelike, Replay Value, Moddable, Difficult, Simulation, 2D, Top Down, Survival Horror, Horror",https://store.steampowered.com/app/219740
222880,Insurgency,86215,92%,2014-01-22,"$14,99","FPS, Realistic, Tactical, Multiplayer, Shooter, Action, Military, Team Based, Co op, First Person, War, Strategy, Online Co Op, Competitive, Indie, Simulation, PvP, Singleplayer, Atmospheric, Adventure",https://store.steampowered.com/app/222880
305620,The Long Dark,86002,91%,2017-08-01,"$29,99","Survival, Open World Survival Craft, Open World, Exploration, Atmospheric, First Person, Singleplayer, Adventure, Crafting, Sandbox, Simulation, Post apocalyptic, Indie, Walking Simulator, Survival Horror, Strategy, Difficult, Action, Early Access, Horror",https://store.steampowered.com/app/305620
211820,Starbound,83075,91%,2016-07-22,"$14,99","Open World Survival Craft, Sandbox, Survival, Adventure, Space, Crafting, Online Co Op, Pixel Graphics, Multiplayer, Open World, Relaxing, Exploration, Indie, 2D, Action, Building, Co op, RPG, Atmospheric, Sci fi",https://store.steampowered.com/app/211820
594570,Total War: WARHAMMER II,81262,93%,2017-09-28,"$59,99","Strategy, Fantasy, Turn Based Strategy, RTS, Grand Strategy, War, Multiplayer, Games Workshop, Action, Turn Based, Singleplayer, Dark Fantasy, Co op, Tactical, Real Time Tactics, Story Rich, Atmospheric, Dinosaurs, Great Soundtrack, Warhammer 40K",https://store.steampowered.com/app/594570
236850,Europa Universalis IV,80718,86%,2013-08-13,"$39,99","Grand Strategy, Historical, Simulation, Alternate History, Economy, Military, Strategy, Sandbox, Political, Diplomacy, Real Time with Pause, Moddable, Replay Value, Nonlinear, Singleplayer, Management, Multiplayer, Resource Management, Education, Great Soundtrack",https://store.steampowered.com/app/236850
221380,Age of Empires II (2013),80174,95%,2013-04-09,"$19,99","Strategy, RTS, Medieval, Multiplayer, Classic, Historical, Base Building, City Builder, Resource Management, Singleplayer, Tactical, Real Time, Co op, Competitive, Replay Value, Remake, 2D, Isometric, Action, Adventure",https://store.steampowered.com/app/221380
823130,Totally Accurate Battlegrounds,79772,88%,2018-06-05,"$4,99","Multiplayer, Physics, Indie, Character Customization, Massively Multiplayer, Family Friendly, Simulation, Strategy, Battle Royale, FPS, Shooter, Memes, Action, PvP, Co op, Team Based, Sandbox, Survival, Parody, Open World",https://store.steampowered.com/app/823130
244850,Space Engineers,78144,89%,2019-02-28,"$19,99","Space, Sandbox, Building, Open World Survival Craft, Multiplayer, Survival, Simulation, Open World, Physics, Crafting, Destruction, Co op, Futuristic, Indie, Sci fi, Singleplayer, Action, Strategy, Adventure, Early Access",https://store.steampowered.com/app/244850
244210,Assetto Corsa,77526,92%,2014-12-19,"$19,99","Racing, Automobile Sim, Simulation, Driving, Multiplayer, Realistic, VR, Sports, Moddable, Controller, Open World, Physics, Singleplayer, First Person, Indie, Replay Value, Action, 3D Vision, TrackIR, Artificial Intelligence",https://store.steampowered.com/app/244210
323190,Frostpunk,76989,91%,2018-04-24,"$29,99","City Builder, Survival, Resource Management, Strategy, Post apocalyptic, Steampunk, Colony Sim, Building, Base Building, Simulation, Singleplayer, Management, Choices Matter, Atmospheric, Economy, Dark, Difficult, RTS, Great Soundtrack, Real Time with Pause",https://store.steampowered.com/app/323190
204360,Castle Crashers®,76194,96%,2012-09-26,"$14,99","2D, Online Co Op, Funny, Beat em up, Hack and Slash, Co op, Adventure, 4 Player Local, Local Co Op, Multiplayer, Local Multiplayer, Action, Singleplayer, Medieval, Cartoony, Cute, Comedy, RPG, Arcade, Casual",https://store.steampowered.com/app/204360
1217060,Gunfire Reborn,75947,93%,2021-11-17,"$19,99","Roguelite, FPS, Online Co Op, Co op, Roguelike, Multiplayer, Looter Shooter, Indie, Action, Adventure, RPG, Shooter, Action Roguelike, First Person, Dungeon Crawler, Replay Value, Early Access, Singleplayer, Fast Paced, Loot",https://store.steampowered.com/app/1217060
1151640,Horizon Zero Dawn™ Complete Edition,74583,87%,2020-08-07,"$49,99","Open World, Adventure, Female Protagonist, Singleplayer, Action, RPG, Story Rich, Post apocalyptic, Robots, Sci fi, Third Person, Exploration, Beautiful, Atmospheric, Action RPG, Archery, Great Soundtrack, Hunting, Dinosaurs, Stealth",https://store.steampowered.com/app/1151640
848450,Subnautica: Below Zero,73071,91%,2021-05-13,"$29,99","Open World Survival Craft, Survival, Underwater, Open World, Singleplayer, Exploration, Horror, Base Building, Adventure, Crafting, First Person, Survival Horror, Aliens, Sci fi, Multiplayer, Atmospheric, Story Rich, Early Access, Great Soundtrack, Sandbox",https://store.steampowered.com/app/848450
219990,Grim Dawn,70763,93%,2016-02-25,"$29,99","Action RPG, Hack and Slash, Dark Fantasy, RPG, Loot, Dungeon Crawler, Co op, Dark, Multiplayer, Singleplayer, Fantasy, Action, Adventure, Isometric, Atmospheric, Post apocalyptic, Indie, Zombies, Kickstarter, Crowdfunded",https://store.steampowered.com/app/219990
504230,Celeste,69963,97%,2018-01-25,"$19,99","Precision Platformer, Difficult, Pixel Graphics, Great Soundtrack, Platformer, Indie, 2D Platformer, Female Protagonist, Singleplayer, 2D, Story Rich, Adventure, Cute, Puzzle Platformer, Atmospheric, Action, LGBTQ+, Side Scroller, Retro, Exploration",https://store.steampowered.com/app/504230
1167630,Teardown,69541,96%,2022-04-21,"$29,99","Destruction, Physics, Sandbox, Voxel, First Person, Heist, Open World, Singleplayer, Realistic, Simulation, 3D, Action, Puzzle, Driving, Indie, Replay Value, Tactical, Immersive Sim, Puzzle Platformer, Runner",https://store.steampowered.com/app/1167630
1818750,MultiVersus,69218,"86,65%",2022-07-19,"$39,99","Multiplayer, 2D Fighter, Co op, Action, Competitive, Beat em up, Cartoon, Fantasy, 2D Platformer, 2D, Colorful, Free to Play, Hand drawn, 1980s, Comic Book, Superhero, Memes, Funny, 1990s, Character Customization",https://store.steampowered.com/app/1818750
365590,Tom Clancy’s The Division™,68874,70%,2016-03-07,"$29,99","Open World, Looter Shooter, Multiplayer, Third Person Shooter, Action, Co op, Shooter, RPG, Online Co Op, Post apocalyptic, Survival, Massively Multiplayer, Tactical, Third Person, Singleplayer, MMORPG, Adventure, Atmospheric, FPS, Stealth",https://store.steampowered.com/app/365590
1222680,Need for Speed™ Heat,68761,84%,2019-11-08,"$69,99","Racing, Open World, Driving, Multiplayer, Action, Singleplayer, Adventure, Co op, Combat Racing, Atmospheric, Third Person, Arcade, Online Co Op, Sports, PvP, First Person, Character Customization, Controller, Split Screen, Destruction",https://store.steampowered.com/app/1222680
613100,House Flipper,68401,93%,2018-05-17,"$24,99","Simulation, Design & Illustration, Building, Singleplayer, Relaxing, Sandbox, Casual, Immersive Sim, Education, Management, Economy, Family Friendly, First Person, Replay Value, Base Building, 3D, Realistic, Indie, Moddable, Destruction",https://store.steampowered.com/app/613100
359320,Elite Dangerous,68264,76%,2015-04-02,"$29,99","Space Sim, Space, Open World, Exploration, Sci fi, Simulation, Massively Multiplayer, Multiplayer, VR, First Person, Action, Adventure, Sandbox, Online Co Op, Singleplayer, Trading, RPG, Difficult, Strategy, TrackIR",https://store.steampowered.com/app/359320
311690,Enter the Gungeon,65522,95%,2016-04-05,"$14,99","Bullet Hell, Action Roguelike, Roguelike, Pixel Graphics, Difficult, Dungeon Crawler, Indie, Local Co Op, Twin Stick Shooter, Action, Multiplayer, 2D, Co op, Top Down, Shooter, Singleplayer, Loot, Roguelite, Cute, Funny",https://store.steampowered.com/app/311690
460930,Tom Clancy's Ghost Recon® Wildlands,65249,80%,2017-03-06,"$49,99","Open World, Shooter, Co op, Multiplayer, Stealth, Action, Tactical, Singleplayer, Third Person Shooter, Military, FPS, Online Co Op, Third Person, Adventure, Survival, Strategy, Sandbox, First Person, Atmospheric, PvP",https://store.steampowered.com/app/460930
1366540,Dyson Sphere Program,64823,97%,2021-01-20,"$19,99","Space, Automation, Base Building, Building, Open World, Resource Management, Simulation, Sci fi, Management, Sandbox, City Builder, Strategy, Singleplayer, Space Sim, 3D, Third Person, Early Access, Indie, RTS, Casual",https://store.steampowered.com/app/1366540
268500,XCOM® 2,63755,84%,2016-02-04,"$59,99","Strategy, Turn Based, Turn Based Strategy, Tactical, Turn Based Tactics, Aliens, Sci fi, Character Customization, Singleplayer, Difficult, Multiplayer, RPG, Moddable, Perma Death, Futuristic, Action, Atmospheric, Great Soundtrack, Co op, Open World",https://store.steampowered.com/app/268500
1229490,ULTRAKILL,63694,98%,2020-09-03,"$24,99","Early Access, FPS, Arena Shooter, Spectacle fighter, Character Action Game, Fast Paced, Blood, Retro, Singleplayer, Shooter, First Person, Difficult, Action, Old School, Robots, 3D, Silent Protagonist, Stylized, Sci fi, Cyberpunk",https://store.steampowered.com/app/1229490
671860,BattleBit Remastered,63529,90%,2023-06-15,"$14,99","FPS, Shooter, Multiplayer, Destruction, Military, Massively Multiplayer, PvP, Action, War, First Person, Tactical, Team Based, Combat, Class Based, Character Customization, Early Access, Gun Customization, 3D, Voxel, Indie",https://store.steampowered.com/app/671860
620980,Beat Saber,63326,95%,2019-05-21,"$29,99","VR, Rhythm, Music, Moddable, Fast Paced, Indie, First Person, Singleplayer, Difficult, Multiplayer, Swordplay, Action, Sports, Futuristic, Casual, Music Based Procedural Generation, Games Workshop, PvP, Early Access, Great Soundtrack",https://store.steampowered.com/app/620980
1086940,Baldur's Gate 3,63044,89%,2020-10-06,"$59,99","Early Access, RPG, Choices Matter, Character Customization, Story Rich, CRPG, Fantasy, Co op Campaign, Romance, Class Based, Dark Fantasy, Turn Based Combat, PvE, Narration, Combat, Stealth, Dungeons & Dragons, Crafting, Isometric, Team Based",https://store.steampowered.com/app/1086940
1604030,V Rising,62539,88%,2022-05-17,"$19,99","Early Access, Open World, Survival, Base Building, Vampire, Multiplayer, Crafting, PvP, PvE, Online Co Op, Building, Hack and Slash, Sandbox, Exploration, Massively Multiplayer, Action, Action Adventure, Singleplayer, Dark Fantasy, Adventure",https://store.steampowered.com/app/1604030
349040,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,62499,90%,2016-02-04,"$49,99","Anime, Fighting, Action, Ninja, Multiplayer, Adventure, Story Rich, Singleplayer, Local Multiplayer, Third Person, Great Soundtrack, Open World, Fantasy, Atmospheric, Co op, Online Co Op, Beat em up, Local Co Op, Memes, Heist",https://store.steampowered.com/app/349040
376210,The Isle,61986,83%,2015-12-01,"$19,99","Dinosaurs, Survival, Open World, Multiplayer, Simulation, Hunting, Massively Multiplayer, Realistic, Adventure, Early Access, Action, Third Person, Co op, Sandbox, Horror, Walking Simulator, Strategy, Indie, Team Based, RPG",https://store.steampowered.com/app/376210
282070,This War of Mine,61732,94%,2014-11-14,"$19,99","Survival, War, Atmospheric, Singleplayer, Strategy, Choices Matter, Simulation, Crafting, Base Building, Resource Management, Story Rich, Management, Indie, Post apocalyptic, Emotional, Realistic, Drama, Psychological, Stealth, 2.5D",https://store.steampowered.com/app/282070
39210,FINAL FANTASY XIV Online,61607,88%,2014-02-18,"$19,99","MMORPG, RPG, Massively Multiplayer, Fantasy, Character Customization, JRPG, Great Soundtrack, Story Rich, Open World, Anime, Multiplayer, Adventure, Magic, Action, Co op, Atmospheric, Online Co Op, Action RPG, Female Protagonist, Singleplayer",https://store.steampowered.com/app/39210
1158310,Crusader Kings III,61487,92%,2020-09-01,"$49,99","Strategy, Simulation, RPG, Grand Strategy, Medieval, Historical, Management, RTS, Character Customization, Life Sim, 4X, Singleplayer, Sandbox, Choices Matter, War, Economy, Moddable, Political, Multiplayer, Real Time with Pause",https://store.steampowered.com/app/1158310
231430,Company of Heroes 2,61477,80%,2013-06-25,"$19,99","Strategy, World War II, RTS, Multiplayer, Tactical, Historical, War, Military, Singleplayer, Co op, Online Co Op, Base Building, Tanks, Real Time, Action, Real Time with Pause, Atmospheric, Simulation, Great Soundtrack, Adventure",https://store.steampowered.com/app/231430
233860,Kenshi,60754,95%,2018-12-06,"$29,99","Open World, Sandbox, RPG, Survival, Strategy, Building, Base Building, Post apocalyptic, Singleplayer, Crafting, City Builder, Indie, Simulation, Adventure, Management, RTS, Ninja, Character Customization, Alternate History, Steampunk",https://store.steampowered.com/app/233860
424370,Wolcen: Lords of Mayhem,60570,56%,2020-02-13,"$39,99","Hack and Slash, Action RPG, Isometric, Multiplayer, RPG, Action, Loot, Adventure, Indie, Co op, Character Customization, Dark Fantasy, Dungeon Crawler, Singleplayer, Controller, Fantasy, Top Down, Medieval, Online Co Op, Difficult",https://store.steampowered.com/app/424370
635260,CarX Drift Racing Online,60509,95%,2017-11-17,"$14,99","Racing, Driving, Automobile Sim, Multiplayer, Simulation, Sports, Open World, Massively Multiplayer, Controller, Singleplayer, Arcade, VR, Realistic, Local Multiplayer, Co op, Early Access, Casual, Mod, Games Workshop, Action",https://store.steampowered.com/app/635260
389730,TEKKEN 7,59706,82%,2017-06-01,"$49,99","Fighting, Action, Multiplayer, Competitive, Arcade, Local Multiplayer, Controller, Great Soundtrack, Singleplayer, 3D Fighter, eSports, Sports, Character Customization, Difficult, Anime, Beat em up, Story Rich, Third Person, 2D Fighter, Atmospheric",https://store.steampowered.com/app/389730
335300,DARK SOULS™ II: Scholar of the First Sin,59510,85%,2015-04-01,"$39,99","Souls like, Dark Fantasy, RPG, Difficult, Action, Third Person, Atmospheric, Action RPG, Character Customization, Co op, Multiplayer, Adventure, Fantasy, Medieval, Dark, Singleplayer, Lore Rich, Story Rich, PvP, Remake",https://store.steampowered.com/app/335300
703080,Planet Zoo,59307,90%,2019-11-05,"$44,99","Management, Simulation, Building, Sandbox, Nature, City Builder, Economy, Realistic, Singleplayer, Family Friendly, Cute, Resource Management, Strategy, Great Soundtrack, Relaxing, Multiplayer, Open World, Casual, Funny, Horses",https://store.steampowered.com/app/703080
636480,Ravenfield,58223,97%,2017-05-18,"$17,99","FPS, War, Singleplayer, Shooter, Military, Action, First Person, Sandbox, Early Access, Funny, Team Based, Tactical, Strategy, Indie, Physics, Simulation, Moddable, Realistic, Atmospheric, Adventure",https://store.steampowered.com/app/636480
